"","Date","Time","Depth","points"
"85221","10/17/2024",08:00:00,"23",6.585
"85222","10/17/2024",08:00:00,"21",6.56
"85223","10/17/2024",08:00:00,"19",6.509
"85224","10/17/2024",08:00:00,"17",6.56
"85225","10/17/2024",08:00:00,"13",6.56
"85226","10/17/2024",08:00:00,"11",6.585
"85227","10/17/2024",08:00:00,"9",6.611
"85228","10/17/2024",08:00:00,"7",6.585
"85229","10/17/2024",08:00:00,"5",6.56
"85230","10/17/2024",08:00:00,"1",6.611
"85231","10/17/2024",09:00:00,"33",6.458
"85232","10/17/2024",09:00:00,"31",6.382
"85233","10/17/2024",09:00:00,"29",6.458
"85234","10/17/2024",09:00:00,"27",6.535
"85235","10/17/2024",09:00:00,"25",6.458
"85236","10/17/2024",09:00:00,"23",6.585
"85237","10/17/2024",09:00:00,"21",6.585
"85238","10/17/2024",09:00:00,"19",6.509
"85239","10/17/2024",09:00:00,"17",6.56
"85240","10/17/2024",09:00:00,"13",6.56
"85241","10/17/2024",09:00:00,"11",6.585
"85242","10/17/2024",09:00:00,"9",6.636
"85243","10/17/2024",09:00:00,"7",6.585
"85244","10/17/2024",09:00:00,"5",6.585
"85245","10/17/2024",09:00:00,"1",6.636
"85246","10/17/2024",10:00:00,"33",6.484
"85247","10/17/2024",10:00:00,"31",6.408
"85248","10/17/2024",10:00:00,"29",6.535
"85249","10/17/2024",10:00:00,"27",6.56
"85250","10/17/2024",10:00:00,"25",6.433
"85251","10/17/2024",10:00:00,"23",6.56
"85252","10/17/2024",10:00:00,"21",6.56
"85253","10/17/2024",10:00:00,"19",6.484
"85254","10/17/2024",10:00:00,"17",6.56
"85255","10/17/2024",10:00:00,"13",6.56
"85256","10/17/2024",10:00:00,"11",6.585
"85257","10/17/2024",10:00:00,"9",6.611
"85258","10/17/2024",10:00:00,"7",6.585
"85259","10/17/2024",10:00:00,"5",6.585
"85260","10/17/2024",10:00:00,"1",6.763
"85261","10/17/2024",11:00:00,"33",6.458
"85262","10/17/2024",11:00:00,"31",6.408
"85263","10/17/2024",11:00:00,"29",6.509
"85264","10/17/2024",11:00:00,"27",6.585
"85265","10/17/2024",11:00:00,"25",6.458
"85266","10/17/2024",11:00:00,"23",6.585
"85267","10/17/2024",11:00:00,"21",6.56
"85268","10/17/2024",11:00:00,"19",6.484
"85269","10/17/2024",11:00:00,"17",6.56
"85270","10/17/2024",11:00:00,"13",6.535
"85271","10/17/2024",11:00:00,"11",6.56
"85272","10/17/2024",11:00:00,"9",6.611
"85273","10/17/2024",11:00:00,"7",6.56
"85274","10/17/2024",11:00:00,"5",6.56
"85275","10/17/2024",11:00:00,"1",6.763
"85276","10/17/2024",12:00:00,"33",6.458
"85277","10/17/2024",12:00:00,"31",6.382
"85278","10/17/2024",12:00:00,"29",6.458
"85279","10/17/2024",12:00:00,"27",6.509
"85280","10/17/2024",12:00:00,"25",6.408
"85281","10/17/2024",12:00:00,"23",6.535
"85282","10/17/2024",12:00:00,"21",6.535
"85283","10/17/2024",12:00:00,"19",6.458
"85284","10/17/2024",12:00:00,"17",6.535
"85285","10/17/2024",12:00:00,"13",6.509
"85286","10/17/2024",12:00:00,"11",6.56
"85287","10/17/2024",12:00:00,"9",6.611
"85288","10/17/2024",12:00:00,"7",6.585
"85289","10/17/2024",12:00:00,"5",6.585
"85290","10/17/2024",12:00:00,"1",6.839
"85291","10/17/2024",13:00:00,"33",6.458
"85292","10/17/2024",13:00:00,"31",6.382
"85293","10/17/2024",13:00:00,"29",6.458
"85294","10/17/2024",13:00:00,"27",6.509
"85295","10/17/2024",13:00:00,"25",6.382
"85296","10/17/2024",13:00:00,"23",6.509
"85297","10/17/2024",13:00:00,"21",6.484
"85298","10/17/2024",13:00:00,"19",6.408
"85299","10/17/2024",13:00:00,"17",6.484
"85300","10/17/2024",13:00:00,"13",6.484
"85301","10/17/2024",13:00:00,"11",6.535
"85302","10/17/2024",13:00:00,"9",6.585
"85303","10/17/2024",13:00:00,"7",6.56
"85304","10/17/2024",13:00:00,"5",6.585
"85305","10/17/2024",13:00:00,"1",6.839
"85306","10/17/2024",14:00:00,"33",6.458
"85307","10/17/2024",14:00:00,"31",6.382
"85308","10/17/2024",14:00:00,"29",6.433
"85309","10/17/2024",14:00:00,"27",6.484
"85310","10/17/2024",14:00:00,"25",6.357
"85311","10/17/2024",14:00:00,"23",6.484
"85312","10/17/2024",14:00:00,"21",6.458
"85313","10/17/2024",14:00:00,"19",6.408
"85314","10/17/2024",14:00:00,"17",6.458
"85315","10/17/2024",14:00:00,"13",6.484
"85316","10/17/2024",14:00:00,"11",6.509
"85317","10/17/2024",14:00:00,"9",6.56
"85318","10/17/2024",14:00:00,"7",6.585
"85319","10/17/2024",14:00:00,"5",6.585
"85320","10/17/2024",14:00:00,"1",6.813
"85321","10/17/2024",15:00:00,"33",6.433
"85322","10/17/2024",15:00:00,"31",6.357
"85323","10/17/2024",15:00:00,"29",6.433
"85324","10/17/2024",15:00:00,"27",6.509
"85325","10/17/2024",15:00:00,"25",6.408
"85326","10/17/2024",15:00:00,"23",6.509
"85327","10/17/2024",15:00:00,"21",6.484
"85328","10/17/2024",15:00:00,"19",6.433
"85329","10/17/2024",15:00:00,"17",6.484
"85330","10/17/2024",15:00:00,"13",6.484
"85331","10/17/2024",15:00:00,"11",6.535
"85332","10/17/2024",15:00:00,"9",6.56
"85333","10/17/2024",15:00:00,"7",6.535
"85334","10/17/2024",15:00:00,"5",6.535
"85335","10/17/2024",15:00:00,"1",6.636
"85336","10/17/2024",16:00:00,"33",6.458
"85337","10/17/2024",16:00:00,"31",6.408
"85338","10/17/2024",16:00:00,"29",6.458
"85339","10/17/2024",16:00:00,"27",6.535
"85340","10/17/2024",16:00:00,"25",6.382
"85341","10/17/2024",16:00:00,"23",6.509
"85342","10/17/2024",16:00:00,"21",6.535
"85343","10/17/2024",16:00:00,"19",6.458
"85344","10/17/2024",16:00:00,"17",6.509
"85345","10/17/2024",16:00:00,"13",6.509
"85346","10/17/2024",16:00:00,"11",6.535
"85347","10/17/2024",16:00:00,"9",6.56
"85348","10/17/2024",16:00:00,"7",6.484
"85349","10/17/2024",16:00:00,"5",6.458
"85350","10/17/2024",16:00:00,"1",6.56
"85351","10/17/2024",17:00:00,"33",6.433
"85352","10/17/2024",17:00:00,"31",6.382
"85353","10/17/2024",17:00:00,"29",6.458
"85354","10/17/2024",17:00:00,"27",6.509
"85355","10/17/2024",17:00:00,"25",6.408
"85356","10/17/2024",17:00:00,"23",6.535
"85357","10/17/2024",17:00:00,"21",6.535
"85358","10/17/2024",17:00:00,"19",6.458
"85359","10/17/2024",17:00:00,"17",6.535
"85360","10/17/2024",17:00:00,"13",6.535
"85361","10/17/2024",17:00:00,"11",6.56
"85362","10/17/2024",17:00:00,"9",6.56
"85363","10/17/2024",17:00:00,"7",6.56
"85364","10/17/2024",17:00:00,"5",6.535
"85365","10/17/2024",17:00:00,"1",6.611
"85366","10/17/2024",18:00:00,"33",6.408
"85367","10/17/2024",18:00:00,"31",6.382
"85368","10/17/2024",18:00:00,"29",6.458
"85369","10/17/2024",18:00:00,"27",6.535
"85370","10/17/2024",18:00:00,"25",6.408
"85371","10/17/2024",18:00:00,"23",6.535
"85372","10/17/2024",18:00:00,"21",6.535
"85373","10/17/2024",18:00:00,"19",6.458
"85374","10/17/2024",18:00:00,"17",6.509
"85375","10/17/2024",18:00:00,"13",6.509
"85376","10/17/2024",18:00:00,"11",6.56
"85377","10/17/2024",18:00:00,"9",6.585
"85378","10/17/2024",18:00:00,"7",6.56
"85379","10/17/2024",18:00:00,"5",6.509
"85380","10/17/2024",18:00:00,"1",6.535
"85381","10/17/2024",19:00:00,"33",6.458
"85382","10/17/2024",19:00:00,"31",6.382
"85383","10/17/2024",19:00:00,"29",6.458
"85384","10/17/2024",19:00:00,"27",6.509
"85385","10/17/2024",19:00:00,"25",6.382
"85386","10/17/2024",19:00:00,"23",6.509
"85387","10/17/2024",19:00:00,"21",6.509
"85388","10/17/2024",19:00:00,"19",6.433
"85389","10/17/2024",19:00:00,"17",6.484
"85390","10/17/2024",19:00:00,"13",6.484
"85391","10/17/2024",19:00:00,"11",6.535
"85392","10/17/2024",19:00:00,"9",6.585
"85393","10/17/2024",19:00:00,"7",6.535
"85394","10/17/2024",19:00:00,"5",6.509
"85395","10/17/2024",19:00:00,"1",6.535
"85396","10/17/2024",20:00:00,"33",6.458
"85397","10/17/2024",20:00:00,"31",6.382
"85398","10/17/2024",20:00:00,"29",6.458
"85399","10/17/2024",20:00:00,"27",6.509
"85400","10/17/2024",20:00:00,"25",6.382
"85401","10/17/2024",20:00:00,"23",6.509
"85402","10/17/2024",20:00:00,"21",6.484
"85403","10/17/2024",20:00:00,"19",6.408
"85404","10/17/2024",20:00:00,"17",6.458
"85405","10/17/2024",20:00:00,"13",6.458
"85406","10/17/2024",20:00:00,"11",6.484
"85407","10/17/2024",20:00:00,"9",6.56
"85408","10/17/2024",20:00:00,"7",6.484
"85409","10/17/2024",20:00:00,"5",6.484
"85410","10/17/2024",20:00:00,"1",6.535
"85411","10/17/2024",21:00:00,"33",6.458
"85412","10/17/2024",21:00:00,"31",6.357
"85413","10/17/2024",21:00:00,"29",6.408
"85414","10/17/2024",21:00:00,"27",6.484
"85415","10/17/2024",21:00:00,"25",6.357
"85416","10/17/2024",21:00:00,"23",6.458
"85417","10/17/2024",21:00:00,"21",6.458
"85418","10/17/2024",21:00:00,"19",6.408
"85419","10/17/2024",21:00:00,"17",6.458
"85420","10/17/2024",21:00:00,"13",6.458
"85421","10/17/2024",21:00:00,"11",6.509
"85422","10/17/2024",21:00:00,"9",6.509
"85423","10/17/2024",21:00:00,"7",6.484
"85424","10/17/2024",21:00:00,"5",6.484
"85425","10/17/2024",21:00:00,"1",6.535
"85426","10/17/2024",22:00:00,"33",6.433
"85427","10/17/2024",22:00:00,"31",6.357
"85428","10/17/2024",22:00:00,"29",6.408
"85429","10/17/2024",22:00:00,"27",6.458
"85430","10/17/2024",22:00:00,"25",6.357
"85431","10/17/2024",22:00:00,"23",6.458
"85432","10/17/2024",22:00:00,"21",6.458
"85433","10/17/2024",22:00:00,"19",6.382
"85434","10/17/2024",22:00:00,"17",6.433
"85435","10/17/2024",22:00:00,"13",6.433
"85436","10/17/2024",22:00:00,"11",6.458
"85437","10/17/2024",22:00:00,"9",6.535
"85438","10/17/2024",22:00:00,"7",6.458
"85439","10/17/2024",22:00:00,"5",6.458
"85440","10/17/2024",22:00:00,"1",6.509
"85441","10/17/2024",23:00:00,"33",6.382
"85442","10/17/2024",23:00:00,"31",6.306
"85443","10/17/2024",23:00:00,"29",6.357
"85444","10/17/2024",23:00:00,"27",6.433
"85445","10/17/2024",23:00:00,"25",6.306
"85446","10/17/2024",23:00:00,"23",6.458
"85447","10/17/2024",23:00:00,"21",6.433
"85448","10/17/2024",23:00:00,"19",6.382
"85449","10/17/2024",23:00:00,"17",6.433
"85450","10/17/2024",23:00:00,"13",6.408
"85451","10/17/2024",23:00:00,"11",6.458
"85452","10/17/2024",23:00:00,"9",6.484
"85453","10/17/2024",23:00:00,"7",6.433
"85454","10/17/2024",23:00:00,"5",6.408
"85455","10/17/2024",23:00:00,"1",6.458
"85456","10/18/2024",00:00:00,"33",6.382
"85457","10/18/2024",00:00:00,"31",6.306
"85458","10/18/2024",00:00:00,"29",6.382
"85459","10/18/2024",00:00:00,"27",6.433
"85460","10/18/2024",00:00:00,"25",6.306
"85461","10/18/2024",00:00:00,"23",6.408
"85462","10/18/2024",00:00:00,"21",6.408
"85463","10/18/2024",00:00:00,"19",6.357
"85464","10/18/2024",00:00:00,"17",6.408
"85465","10/18/2024",00:00:00,"13",6.408
"85466","10/18/2024",00:00:00,"11",6.433
"85467","10/18/2024",00:00:00,"9",6.458
"85468","10/18/2024",00:00:00,"7",6.433
"85469","10/18/2024",00:00:00,"5",6.408
"85470","10/18/2024",00:00:00,"1",6.458
"85471","10/18/2024",01:00:00,"33",6.408
"85472","10/18/2024",01:00:00,"31",6.306
"85473","10/18/2024",01:00:00,"29",6.382
"85474","10/18/2024",01:00:00,"27",6.408
"85475","10/18/2024",01:00:00,"25",6.306
"85476","10/18/2024",01:00:00,"23",6.408
"85477","10/18/2024",01:00:00,"21",6.408
"85478","10/18/2024",01:00:00,"19",6.331
"85479","10/18/2024",01:00:00,"17",6.382
"85480","10/18/2024",01:00:00,"13",6.382
"85481","10/18/2024",01:00:00,"11",6.408
"85482","10/18/2024",01:00:00,"9",6.458
"85483","10/18/2024",01:00:00,"7",6.433
"85484","10/18/2024",01:00:00,"5",6.408
"85485","10/18/2024",01:00:00,"1",6.433
"85486","10/18/2024",02:00:00,"33",6.382
"85487","10/18/2024",02:00:00,"31",6.306
"85488","10/18/2024",02:00:00,"29",6.357
"85489","10/18/2024",02:00:00,"27",6.408
"85490","10/18/2024",02:00:00,"25",6.281
"85491","10/18/2024",02:00:00,"23",6.408
"85492","10/18/2024",02:00:00,"21",6.382
"85493","10/18/2024",02:00:00,"19",6.331
"85494","10/18/2024",02:00:00,"17",6.382
"85495","10/18/2024",02:00:00,"13",6.382
"85496","10/18/2024",02:00:00,"11",6.408
"85497","10/18/2024",02:00:00,"9",6.458
"85498","10/18/2024",02:00:00,"7",6.433
"85499","10/18/2024",02:00:00,"5",6.408
"85500","10/18/2024",02:00:00,"1",6.433
"85501","10/18/2024",03:00:00,"33",6.382
"85502","10/18/2024",03:00:00,"31",6.281
"85503","10/18/2024",03:00:00,"29",6.357
"85504","10/18/2024",03:00:00,"27",6.408
"85505","10/18/2024",03:00:00,"25",6.281
"85506","10/18/2024",03:00:00,"23",6.408
"85507","10/18/2024",03:00:00,"21",6.408
"85508","10/18/2024",03:00:00,"19",6.331
"85509","10/18/2024",03:00:00,"17",6.382
"85510","10/18/2024",03:00:00,"13",6.382
"85511","10/18/2024",03:00:00,"11",6.408
"85512","10/18/2024",03:00:00,"9",6.458
"85513","10/18/2024",03:00:00,"7",6.408
"85514","10/18/2024",03:00:00,"5",6.382
"85515","10/18/2024",03:00:00,"1",6.433
"85516","10/18/2024",04:00:00,"33",6.357
"85517","10/18/2024",04:00:00,"31",6.281
"85518","10/18/2024",04:00:00,"29",6.331
"85519","10/18/2024",04:00:00,"27",6.382
"85520","10/18/2024",04:00:00,"25",6.255
"85521","10/18/2024",04:00:00,"23",6.382
"85522","10/18/2024",04:00:00,"21",6.357
"85523","10/18/2024",04:00:00,"19",6.306
"85524","10/18/2024",04:00:00,"17",6.357
"85525","10/18/2024",04:00:00,"13",6.357
"85526","10/18/2024",04:00:00,"11",6.382
"85527","10/18/2024",04:00:00,"9",6.408
"85528","10/18/2024",04:00:00,"7",6.408
"85529","10/18/2024",04:00:00,"5",6.382
"85530","10/18/2024",04:00:00,"1",6.433
"85531","10/18/2024",05:00:00,"33",6.331
"85532","10/18/2024",05:00:00,"31",6.23
"85533","10/18/2024",05:00:00,"29",6.306
"85534","10/18/2024",05:00:00,"27",6.357
"85535","10/18/2024",05:00:00,"25",6.23
"85536","10/18/2024",05:00:00,"23",6.357
"85537","10/18/2024",05:00:00,"21",6.331
"85538","10/18/2024",05:00:00,"19",6.255
"85539","10/18/2024",05:00:00,"17",6.331
"85540","10/18/2024",05:00:00,"13",6.331
"85541","10/18/2024",05:00:00,"11",6.357
"85542","10/18/2024",05:00:00,"9",6.408
"85543","10/18/2024",05:00:00,"7",6.382
"85544","10/18/2024",05:00:00,"5",6.357
"85545","10/18/2024",05:00:00,"1",6.408
"85546","10/18/2024",06:00:00,"33",6.255
"85547","10/18/2024",06:00:00,"31",6.179
"85548","10/18/2024",06:00:00,"29",6.255
"85549","10/18/2024",06:00:00,"27",6.331
"85550","10/18/2024",06:00:00,"25",6.23
"85551","10/18/2024",06:00:00,"23",6.331
"85552","10/18/2024",06:00:00,"21",6.306
"85553","10/18/2024",06:00:00,"19",6.255
"85554","10/18/2024",06:00:00,"17",6.306
"85555","10/18/2024",06:00:00,"13",6.306
"85556","10/18/2024",06:00:00,"11",6.357
"85557","10/18/2024",06:00:00,"9",6.408
"85558","10/18/2024",06:00:00,"7",6.331
"85559","10/18/2024",06:00:00,"5",6.306
"85560","10/18/2024",06:00:00,"1",6.357
"85561","10/18/2024",07:00:00,"33",6.23
"85562","10/18/2024",07:00:00,"31",6.153
"85563","10/18/2024",07:00:00,"29",6.255
"85564","10/18/2024",07:00:00,"27",6.331
"85565","10/18/2024",07:00:00,"25",6.204
"85566","10/18/2024",07:00:00,"23",6.331
"85567","10/18/2024",07:00:00,"21",6.331
"85568","10/18/2024",07:00:00,"19",6.255
"85569","10/18/2024",07:00:00,"17",6.306
"85570","10/18/2024",07:00:00,"13",6.306
"85571","10/18/2024",07:00:00,"11",6.331
"85572","10/18/2024",07:00:00,"9",6.382
"85573","10/18/2024",07:00:00,"7",6.306
"85574","10/18/2024",07:00:00,"5",6.306
"85575","10/18/2024",07:00:00,"1",6.331
"85576","10/18/2024",08:00:00,"33",6.23
"85577","10/18/2024",08:00:00,"31",6.153
"85578","10/18/2024",08:00:00,"29",6.23
"85579","10/18/2024",08:00:00,"27",6.331
"85580","10/18/2024",08:00:00,"25",6.204
"85581","10/18/2024",08:00:00,"23",6.331
"85582","10/18/2024",08:00:00,"21",6.306
"85583","10/18/2024",08:00:00,"19",6.23
"85584","10/18/2024",08:00:00,"17",6.281
"85585","10/18/2024",08:00:00,"13",6.281
"85586","10/18/2024",08:00:00,"11",6.331
"85587","10/18/2024",08:00:00,"9",6.357
"85588","10/18/2024",08:00:00,"7",6.331
"85589","10/18/2024",08:00:00,"5",6.306
"85590","10/18/2024",08:00:00,"1",6.357
"85591","10/18/2024",09:00:00,"33",6.23
"85592","10/18/2024",09:00:00,"31",6.179
"85593","10/18/2024",09:00:00,"29",6.255
"85594","10/18/2024",09:00:00,"27",6.306
"85595","10/18/2024",09:00:00,"25",6.179
"85596","10/18/2024",09:00:00,"23",6.306
"85597","10/18/2024",09:00:00,"21",6.281
"85598","10/18/2024",09:00:00,"19",6.23
"85599","10/18/2024",09:00:00,"17",6.281
"85600","10/18/2024",09:00:00,"13",6.281
"85601","10/18/2024",09:00:00,"11",6.331
"85602","10/18/2024",09:00:00,"9",6.357
"85603","10/18/2024",09:00:00,"7",6.331
"85604","10/18/2024",09:00:00,"5",6.306
"85605","10/18/2024",09:00:00,"1",6.382
"85606","10/18/2024",10:00:00,"33",6.204
"85607","10/18/2024",10:00:00,"31",6.153
"85608","10/18/2024",10:00:00,"29",6.23
"85609","10/18/2024",10:00:00,"27",6.281
"85610","10/18/2024",10:00:00,"25",6.153
"85611","10/18/2024",10:00:00,"23",6.281
"85612","10/18/2024",10:00:00,"21",6.255
"85613","10/18/2024",10:00:00,"19",6.204
"85614","10/18/2024",10:00:00,"17",6.255
"85615","10/18/2024",10:00:00,"13",6.255
"85616","10/18/2024",10:00:00,"11",6.281
"85617","10/18/2024",10:00:00,"9",6.357
"85618","10/18/2024",10:00:00,"7",6.306
"85619","10/18/2024",10:00:00,"5",6.306
"85620","10/18/2024",10:00:00,"1",6.458
"85621","10/18/2024",11:00:00,"33",6.23
"85622","10/18/2024",11:00:00,"31",6.128
"85623","10/18/2024",11:00:00,"29",6.179
"85624","10/18/2024",11:00:00,"27",6.23
"85625","10/18/2024",11:00:00,"25",6.102
"85626","10/18/2024",11:00:00,"23",6.23
"85627","10/18/2024",11:00:00,"21",6.23
"85628","10/18/2024",11:00:00,"19",6.179
"85629","10/18/2024",11:00:00,"17",6.23
"85630","10/18/2024",11:00:00,"13",6.255
"85631","10/18/2024",11:00:00,"11",6.306
"85632","10/18/2024",11:00:00,"9",6.331
"85633","10/18/2024",11:00:00,"7",6.306
"85634","10/18/2024",11:00:00,"5",6.281
"85635","10/18/2024",11:00:00,"1",6.509
"85636","10/18/2024",12:00:00,"33",6.204
"85637","10/18/2024",12:00:00,"31",6.128
"85638","10/18/2024",12:00:00,"29",6.204
"85639","10/18/2024",12:00:00,"27",6.255
"85640","10/18/2024",12:00:00,"25",6.128
"85641","10/18/2024",12:00:00,"23",6.255
"85642","10/18/2024",12:00:00,"21",6.23
"85643","10/18/2024",12:00:00,"19",6.153
"85644","10/18/2024",12:00:00,"17",6.204
"85645","10/18/2024",12:00:00,"13",6.204
"85646","10/18/2024",12:00:00,"11",6.255
"85647","10/18/2024",12:00:00,"9",6.331
"85648","10/18/2024",12:00:00,"7",6.306
"85649","10/18/2024",12:00:00,"5",6.306
"85650","10/18/2024",12:00:00,"1",6.56
"85651","10/18/2024",13:00:00,"33",6.179
"85652","10/18/2024",13:00:00,"31",6.102
"85653","10/18/2024",13:00:00,"29",6.153
"85654","10/18/2024",13:00:00,"27",6.23
"85655","10/18/2024",13:00:00,"25",6.102
"85656","10/18/2024",13:00:00,"23",6.23
"85657","10/18/2024",13:00:00,"21",6.204
"85658","10/18/2024",13:00:00,"19",6.153
"85659","10/18/2024",13:00:00,"17",6.204
"85660","10/18/2024",13:00:00,"13",6.204
"85661","10/18/2024",13:00:00,"11",6.281
"85662","10/18/2024",13:00:00,"9",6.331
"85663","10/18/2024",13:00:00,"7",6.306
"85664","10/18/2024",13:00:00,"5",6.306
"85665","10/18/2024",13:00:00,"1",6.509
"85666","10/18/2024",14:00:00,"33",6.179
"85667","10/18/2024",14:00:00,"31",6.102
"85668","10/18/2024",14:00:00,"29",6.153
"85669","10/18/2024",14:00:00,"27",6.23
"85670","10/18/2024",14:00:00,"25",6.102
"85671","10/18/2024",14:00:00,"23",6.23
"85672","10/18/2024",14:00:00,"21",6.204
"85673","10/18/2024",14:00:00,"19",6.153
"85674","10/18/2024",14:00:00,"17",6.204
"85675","10/18/2024",14:00:00,"13",6.23
"85676","10/18/2024",14:00:00,"11",6.281
"85677","10/18/2024",14:00:00,"9",6.331
"85678","10/18/2024",14:00:00,"7",6.281
"85679","10/18/2024",14:00:00,"5",6.255
"85680","10/18/2024",14:00:00,"1",6.458
"85681","10/18/2024",15:00:00,"33",6.153
"85682","10/18/2024",15:00:00,"31",6.077
"85683","10/18/2024",15:00:00,"29",6.179
"85684","10/18/2024",15:00:00,"27",6.23
"85685","10/18/2024",15:00:00,"25",6.102
"85686","10/18/2024",15:00:00,"23",6.23
"85687","10/18/2024",15:00:00,"21",6.204
"85688","10/18/2024",15:00:00,"19",6.153
"85689","10/18/2024",15:00:00,"17",6.204
"85690","10/18/2024",15:00:00,"13",6.204
"85691","10/18/2024",15:00:00,"11",6.255
"85692","10/18/2024",15:00:00,"9",6.306
"85693","10/18/2024",15:00:00,"7",6.255
"85694","10/18/2024",15:00:00,"5",6.204
"85695","10/18/2024",15:00:00,"1",6.281
"85696","10/18/2024",16:00:00,"33",6.077
"85697","10/18/2024",16:00:00,"31",6.102
"85698","10/18/2024",16:00:00,"29",6.179
"85699","10/18/2024",16:00:00,"27",6.23
"85700","10/18/2024",16:00:00,"25",6.128
"85701","10/18/2024",16:00:00,"23",6.255
"85702","10/18/2024",16:00:00,"21",6.23
"85703","10/18/2024",16:00:00,"19",6.179
"85704","10/18/2024",16:00:00,"17",6.23
"85705","10/18/2024",16:00:00,"13",6.23
"85706","10/18/2024",16:00:00,"11",6.23
"85707","10/18/2024",16:00:00,"9",6.281
"85708","10/18/2024",16:00:00,"7",6.23
"85709","10/18/2024",16:00:00,"5",6.204
"85710","10/18/2024",16:00:00,"1",6.255
"85711","10/18/2024",17:00:00,"33",6.128
"85712","10/18/2024",17:00:00,"31",6.077
"85713","10/18/2024",17:00:00,"29",6.153
"85714","10/18/2024",17:00:00,"27",6.23
"85715","10/18/2024",17:00:00,"25",6.102
"85716","10/18/2024",17:00:00,"23",6.23
"85717","10/18/2024",17:00:00,"21",6.204
"85718","10/18/2024",17:00:00,"19",6.128
"85719","10/18/2024",17:00:00,"17",6.204
"85720","10/18/2024",17:00:00,"13",6.23
"85721","10/18/2024",17:00:00,"11",6.281
"85722","10/18/2024",17:00:00,"9",6.255
"85723","10/18/2024",17:00:00,"7",6.255
"85724","10/18/2024",17:00:00,"5",6.23
"85725","10/18/2024",17:00:00,"1",6.306
"85726","10/18/2024",18:00:00,"33",6.128
"85727","10/18/2024",18:00:00,"31",6.077
"85728","10/18/2024",18:00:00,"29",6.179
"85729","10/18/2024",18:00:00,"27",6.23
"85730","10/18/2024",18:00:00,"25",6.102
"85731","10/18/2024",18:00:00,"23",6.23
"85732","10/18/2024",18:00:00,"21",6.23
"85733","10/18/2024",18:00:00,"19",6.153
"85734","10/18/2024",18:00:00,"17",6.204
"85735","10/18/2024",18:00:00,"13",6.204
"85736","10/18/2024",18:00:00,"11",6.23
"85737","10/18/2024",18:00:00,"9",6.281
"85738","10/18/2024",18:00:00,"7",6.23
"85739","10/18/2024",18:00:00,"5",6.23
"85740","10/18/2024",18:00:00,"1",6.255
"85741","10/18/2024",19:00:00,"33",6.051
"85742","10/18/2024",19:00:00,"31",6.102
"85743","10/18/2024",19:00:00,"29",6.153
"85744","10/18/2024",19:00:00,"27",6.204
"85745","10/18/2024",19:00:00,"25",6.077
"85746","10/18/2024",19:00:00,"23",6.204
"85747","10/18/2024",19:00:00,"21",6.179
"85748","10/18/2024",19:00:00,"19",6.102
"85749","10/18/2024",19:00:00,"17",6.179
"85750","10/18/2024",19:00:00,"13",6.179
"85751","10/18/2024",19:00:00,"11",6.204
"85752","10/18/2024",19:00:00,"9",6.255
"85753","10/18/2024",19:00:00,"7",6.204
"85754","10/18/2024",19:00:00,"5",6.204
"85755","10/18/2024",19:00:00,"1",6.255
"85756","10/18/2024",20:00:00,"33",5.872
"85757","10/18/2024",20:00:00,"31",6
"85758","10/18/2024",20:00:00,"29",6.128
"85759","10/18/2024",20:00:00,"27",6.204
"85760","10/18/2024",20:00:00,"25",6.077
"85761","10/18/2024",20:00:00,"23",6.204
"85762","10/18/2024",20:00:00,"21",6.179
"85763","10/18/2024",20:00:00,"19",6.128
"85764","10/18/2024",20:00:00,"17",6.179
"85765","10/18/2024",20:00:00,"13",6.179
"85766","10/18/2024",20:00:00,"11",6.204
"85767","10/18/2024",20:00:00,"9",6.23
"85768","10/18/2024",20:00:00,"7",6.204
"85769","10/18/2024",20:00:00,"5",6.204
"85770","10/18/2024",20:00:00,"1",6.23
"85771","10/18/2024",21:00:00,"33",5.924
"85772","10/18/2024",21:00:00,"31",5.949
"85773","10/18/2024",21:00:00,"29",6.051
"85774","10/18/2024",21:00:00,"27",6.153
"85775","10/18/2024",21:00:00,"25",6
"85776","10/18/2024",21:00:00,"23",6.179
"85777","10/18/2024",21:00:00,"21",6.179
"85778","10/18/2024",21:00:00,"19",6.102
"85779","10/18/2024",21:00:00,"17",6.153
"85780","10/18/2024",21:00:00,"13",6.153
"85781","10/18/2024",21:00:00,"11",6.179
"85782","10/18/2024",21:00:00,"9",6.255
"85783","10/18/2024",21:00:00,"7",6.204
"85784","10/18/2024",21:00:00,"5",6.179
"85785","10/18/2024",21:00:00,"1",6.255
"85786","10/18/2024",22:00:00,"33",5.975
"85787","10/18/2024",22:00:00,"31",5.898
"85788","10/18/2024",22:00:00,"29",5.975
"85789","10/18/2024",22:00:00,"27",6
"85790","10/18/2024",22:00:00,"25",5.898
"85791","10/18/2024",22:00:00,"23",6.026
"85792","10/18/2024",22:00:00,"21",6.026
"85793","10/18/2024",22:00:00,"19",5.975
"85794","10/18/2024",22:00:00,"17",6.077
"85795","10/18/2024",22:00:00,"13",6.153
"85796","10/18/2024",22:00:00,"11",6.204
"85797","10/18/2024",22:00:00,"9",6.204
"85798","10/18/2024",22:00:00,"7",6.204
"85799","10/18/2024",22:00:00,"5",6.179
"85800","10/18/2024",22:00:00,"1",6.204
"85801","10/18/2024",23:00:00,"33",6
"85802","10/18/2024",23:00:00,"31",5.949
"85803","10/18/2024",23:00:00,"29",6
